"vague","grappe","menage","s16aq02","s16a01a","s16aq03","s16a01b","s16aq05","s16aq07","s16aq08","s16aq09a","s16aq09b","s16aq10","s16aq12","s16aq13","s16aq14__0","s16aq14__1","s16aq14__2","s16aq14__3","s16aq14__4","s16aq14__5","s16aq14__6","s16aq14__7","s16aq14__8","s16aq14__9","s16aq14__10","s16aq15","s16aq16","s16aq16a","s16aq17","s16aq18","s16aq19","s16aq20","s16aq21","s16aq22","s16aq23","s16aq24a","s16aq24b","s16aq25","s16aq26","s16aq27","s16aq28","s16aq29a1","s16aq29a2","s16aq29b1","s16aq29b2","s16aq29c1","s16aq29c2","s16aq29d1","s16aq29d2","s16aq30","s16aq31a1","s16aq31a2","s16aq31b1","s16aq31b2","s16aq31c1","s16aq31c2","s16aq31d1","s16aq31d2","s16aq32","s16aq34","s16aq36","s16aq38","s16aq40","s16aq42","s16aq44","s16aq45","s16aq47","s16aq48","s16aq33a_1","s16aq33b_1","s16aq33a_2","s16aq33b_2","s16aq33a_3","s16aq33b_3","s16aq33a_4","s16aq33b_4","s16aq33a_5","s16aq33b_5","s16aq33a_6","s16aq33b_6","s16aq33a_7","s16aq33b_7","s16aq33a_8","s16aq33b_8","s16aq33a_9","s16aq33b_9","s16aq33a_10","s16aq33b_10","s16aq33a_11","s16aq33b_11","s16aq33a_12","s16aq33b_12","s16aq33a_13","s16aq33b_13","s16aq33a_14","s16aq33b_14","s16aq33a_15","s16aq33b_15","s16aq35a_1","s16aq35b_1","s16aq35a_2","s16aq35b_2","s16aq35a_3","s16aq35b_3","s16aq35a_4","s16aq35b_4","s16aq35a_5","s16aq35b_5","s16aq35a_6","s16aq35b_6","s16aq35a_7","s16aq35b_7","s16aq35a_8","s16aq35b_8","s16aq35a_9","s16aq35b_9","s16aq35a_10","s16aq35b_10","s16aq37a_1","s16aq37b_1","s16aq37a_2","s16aq37b_2","s16aq37a_3","s16aq37b_3","s16aq37a_4","s16aq37b_4","s16aq37a_5","s16aq37b_5","s16aq37a_6","s16aq37b_6","s16aq37a_7","s16aq37b_7","s16aq37a_8","s16aq37b_8","s16aq37a_9","s16aq37b_9","s16aq37a_10","s16aq37b_10","s16aq37a_11","s16aq37b_11","s16aq39a_1","s16aq39b_1","s16aq39c_1","s16aq39a_2","s16aq39b_2","s16aq39c_2","s16aq39a_3","s16aq39b_3","s16aq39c_3","s16aq39a_4","s16aq39b_4","s16aq39c_4","s16aq41a_1","s16aq41b_1","s16aq41c_1","s16aq41a_2","s16aq41b_2","s16aq41c_2","s16aq41a_3","s16aq41b_3","s16aq41c_3","s16aq41a_4","s16aq41b_4","s16aq41c_4","s16aq43a_1","s16aq43b_1","s16aq43c_1","s16aq43a_2","s16aq43b_2","s16aq43c_2","s16aq43a_3","s16aq43b_3","s16aq43c_3","s16aq43a_4","s16aq43b_4","s16aq43c_4","s16aq35a_11","s16aq35b_11","s16aq35a_12","s16aq35b_12","s16aq35a_13","s16aq35b_13","s16aq35a_14","s16aq35b_14","s16aq37a_12","s16aq37b_12","s16aq37a_13","s16aq37b_13","s16Aq00","s16aq04","s16aq06","s16aq11"
2,65,1,1,"CHAMP",2,"PARCELLE 2",1,1,8,0.5,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,3,60,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,2,2,2,,5,1,7,3,3,9,5,,,,,,,,,,,,,,,,,,,,,,,,,1,12,3,10,9,5,,,,,,,,,,,,,,,1,5,3,3,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3
2,65,2,1,"CHAMP DU MIL",1,"PARCELLE",1,1,1,0.5,1,2,,,,,,,,,,,,,,,,,4,3,2,3,60,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,17,2,12,7,10,,,,,,,,,,,,,,,,,,,,,,,,,1,28,2,25,7,18,,,,,,,,,,,,,,,1,20,2,16,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
2,65,3,1,"CHAMP DU MIL",1,"PARCELLE",1,1,1,0.5,1,2,,,,,,,,,,,,,,,,,4,1,2,3,10,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,10,2,8,7,5,8,8,,,,,,,,,,,,,,,,,,,,,,,1,21,2,15,7,17,8,15,,,,,,,,,,,,,1,12,2,10,7,12,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,
2,65,4,1,"CHAMP DU MIL",1,"PARCELLE",1,2,1,5,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,90,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,1,2,2,,5,1,15,2,8,7,7,8,12,,,,,,,,,,,,,,,,,,,,,,,1,30,2,20,7,18,8,25,,,,,,,,,,,,,1,20,2,18,7,19,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,6000,0,,,0,,,0,,,2,2,0,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
2,65,5,1,"1",1,"MIL",1,1,1,1.5,1,4,,,,,,,,,,,,,,,,,4,4,2,2,25,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,4,2,2,4,2,5,2,6,3,,,,,,,,,,,,,,,,,,,,,1,30,2,15,6,30,,,,,,,,,,,,,,,1,7,2,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
2,65,5,1,"1",2,"NIÉBÉ",1,1,8,500,2,4,,,,,,,,,,,,,,,,,4,4,2,2,25,2,,,,2,,2,,,,,,,,,,1,1,3,0,,0,,0,,1,1,1,2,2,2,2,2,,5,1,1,2,1,4,1,5,1,6,1,,,,,,,,,,,,,,,,,,,,,1,7,2,3,6,7,,,,,,,,,,,,,,,1,3,2,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
2,65,6,1,"1",1,"MIL",1,1,1,1,1,4,,,,,,,,,,,,,,,,,4,4,2,2,90,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,5,2,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,
2,65,6,1,"1",2,"ARACHIDE",1,1,10,500,2,4,,,,,,,,,,,,,,,,,4,1,2,2,90,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,1,2,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,4,5,4,,,,,,,,,,,,,,,1,10,2,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
2,66,1,1,"CHAMP DU MIL",2,"PARCELLE DU NIÉBÉ",1,1,8,1,1,2,,,,,,,,,,,,,,,,,4,1,2,3,50,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,6,6,7,2,9,5,,,,,,,,,,,,,,,,,,,,,,,,,1,4,7,4,8,6,9,7,,,,,,,,,,,,,1,6,7,6,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,
2,66,1,1,"CHAMP DU MIL",1,"PARCELLE DU MIL",1,1,1,2,1,2,,,,,,,,,,,,,,,,,4,1,2,3,50,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,2,2,2,,5,1,6,7,6,8,5,9,5,,,,,,,,,,,,,,,,,,,,,,,1,17,6,18,7,14,8,12,9,8,,,,,,,,,,,1,12,6,8,7,6,8,8,9,3,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,
2,66,3,1,"CHAMP",3,"PARCELLE DU NIÉBÉ",1,1,8,1.5,1,2,,,,,,,,,,,,,,,,,4,1,2,3,45,1,1,1,5,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,3,2,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,7,,,,,,,,,,,,,,,,,1,3,2,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
2,66,3,1,"CHAMP",1,"PARCELLE DU MIL",1,1,1,4,1,2,,,,,,,,,,,,,,,,,4,1,2,2,45,1,1,2,5,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,2,2,2,,5,1,8,2,5,6,3,,,,,,,,,,,,,,,,,,,,,,,,,1,15,2,12,6,6,,,,,,,,,,,,,,,1,12,2,10,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,18000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
2,66,3,1,"CHAMP",2,"PARCELLE D'ARACHIDE",1,1,10,1,1,2,,,,,,,,,,,,,,,,,4,1,2,2,45,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,2,3,6,3,,,,,,,,,,,,,,,1,3,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
2,66,4,1,"CHAMP MANARI",1,"PARCELLE DU MIL",1,2,1,1,1,2,,,,,,,,,,,,,,,,,4,1,2,3,55,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,1,2,2,2,,5,1,5,2,3,7,3,,,,,,,,,,,,,,,,,,,,,,,,,1,17,2,11,7,6,,,,,,,,,,,,,,,1,10,2,7,7,7,,,,,,,,,,,,,,,,,2,3,12000,0,,,0,,,0,,,2,3,11000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
2,66,5,1,"1",2,"NIÉBÉ",1,1,8,500,2,4,,,,,,,,,,,,,,,,,4,1,2,2,25,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,1,2,2,,5,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2,7,,,,,,,,,,,,,,,,,1,7,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3,4,0,0,,,0,,,,,,,,,,,,,,,1,1,1,
2,66,5,1,"1",1,"MIL",1,1,1,1,1,4,,,,,,,,,,,,,,,,,4,1,2,1,25,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,1,2,2,,5,1,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2,7,,,,,,,,,,,,,,,,,1,7,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,,,0,,,0,,,1,5,5000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,
2,66,6,1,"1",1,"MIL",1,1,1,1,1,2,,,,,,,,,,,,,,,,,4,1,2,2,40,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,2,2,2,,5,1,2,6,2,7,2,,,,,,,,,,,,,,,,,,,,,,,,,1,45,6,45,7,45,,,,,,,,,,,,,,,1,10,5,10,6,10,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1500,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
2,66,6,1,"1",2,"NIÉBÉ",1,1,8,800,2,2,,,,,,,,,,,,,,,,,4,1,2,2,40,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,2,5,2,6,2,7,2,,,,,,,,,,,,,,,,,,,,,,,1,21,5,21,6,21,7,21,,,,,,,,,,,,,1,10,5,10,6,10,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
2,66,6,1,"1",3,"ARACHIDE",1,1,10,300,2,4,,,,,,,,,,,,,,,,,4,1,2,2,40,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,1,5,1,6,1,7,1,,,,,,,,,,,,,,,,,,,,,,,1,2,5,2,6,2,7,2,,,,,,,,,,,,,1,1,5,1,6,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,
2,66,7,1,"1",2,"NIÉBÉ",1,1,8,1,1,2,,,,,,,,,,,,,,,,,4,1,2,2,30,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,,,,,,,,1,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
2,66,7,1,"1",1,"MIL",1,1,1,2,1,2,,,,,,,,,,,,,,,,,4,1,2,2,30,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,,,,,,,,,,,,,,,,,,,1,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
2,66,9,1,"CHAMPS",2,"PARCELLE  NIÉBÉ",1,1,8,1,1,4,,,,,,,,,,,,,,,,,4,1,2,2,60,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,1,10,2,10,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
2,66,9,1,"CHAMPS",1,"PARCELLE  MIL",1,1,1,3,1,4,,,,,,,,,,,,,,,,,3,1,1,3,60,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,,,,,,,,,,,,,,,,,,,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
2,66,10,1,"CHAMPS",1,"PARCELLE  MIL",1,1,1,2,1,4,,,,,,,,,,,,,,,,,4,1,2,1,30,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,2,1,2,2,2,2,2,,5,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
2,66,10,1,"CHAMPS",3,"PARCELLE  ARACHIDE",1,1,10,1,1,4,,,,,,,,,,,,,,,,,4,1,2,1,30,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
2,66,10,1,"CHAMPS",2,"PARCELLE NIÉBÉ",1,1,8,4,1,4,,,,,,,,,,,,,,,,,4,1,1,1,30,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,1,2,2,,5,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,13500,0,,,1,1,1000,0,,,0,,,1,12,0,0,,,0,,,,,,,,,,,,,,,1,1,1,
2,66,11,1,"CHAMPS",1,"PARCELLE  MIL",1,1,1,1,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,30,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,3,2,3,5,3,7,3,8,3,12,3,13,3,,,,,,,,,,,,,,,,,1,5,2,5,5,5,7,5,8,5,10,5,12,5,,,,,,,1,21,2,15,5,2,7,15,8,15,10,2,12,2,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,66,11,1,"CHAMPS",3,"PARCELLE  ARACHIDE",1,1,10,0.5,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,30,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,2,2,2,5,2,7,2,8,2,12,2,13,2,,,,,,,,,,,,,,,,,1,4,2,4,5,4,7,4,8,4,10,4,12,4,13,4,,,,,1,2,2,2,5,2,7,2,8,2,12,2,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,66,11,1,"CHAMPS",2,"PARCELLE NIÉBÉ",1,1,8,0.5,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,3,30,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,1,2,1,5,1,7,1,8,1,10,1,12,1,13,1,,,,,,,,,,,,,,,1,5,2,5,5,5,7,5,12,5,13,5,,,,,,,,,1,2,2,2,5,2,7,2,8,2,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,66,12,1,"CHAMPS",2,"PARCELLE  NIÉBÉ",1,1,8,2,1,4,,,,,,,,,,,,,,,,,4,1,2,2,120,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,2,2,2,2,2,2,2,,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
2,66,12,1,"CHAMPS",1,"PARCELLE  MIL",1,1,1,3,1,4,,,,,,,,,,,,,,,,,4,1,2,3,120,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,2,14,,,,,,,,,,,,,,,,,1,7,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
1,67,1,1,"CHAMPS DU MIL",2,"PARCELLE SORGHO ET NIEBE",1,2,8,0.5,1,1,2,7,,,,,,,,,,,,2,,,4,3,3,2,15,1,1,3,6,2,,1,2,10,1,0,,5,1,0,,1,2,3,0,,0,,0,,1,1,1,2,1,1,2,2,,5,1,5,2,5,3,5,4,5,5,5,,,,,,,,,,,,,,,,,,,,,1,10,3,5,4,10,5,10,,,,,,,,,,,,,1,10,3,5,4,10,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,0,,,0,,,0,,,2,1,0,0,,,2,2,0,1,1,0,,,,,,,,,,,,,1,1,1,1
1,67,1,1,"CHAMPS DU MIL",1,"PARCELE DE MIL,OSEIL",1,2,1,0.5,1,1,2,7,,,,,,,,,,,,2,,,4,1,5,2,15,1,1,3,6,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,1,1,2,2,,5,1,6,3,4,4,4,5,6,,,,,,,,,,,,,,,,,,,,,,,1,12,4,12,5,12,,,,,,,,,,,,,,,1,5,3,4,4,5,5,10,,,,,,,,,,,,,,,1,5,0,0,,,0,,,0,,,2,2,0,0,,,1,2,0,0,,,0,,,2,1,0,1,1,0,0,,,,,,,,,,,,,,,1,2,1,1
1,67,2,2,"CHAMP2",1,"POIVRON",1,1,17,0.5,1,1,2,7,,,,,,,,,,,,2,,,2,3,2,2,60,2,,,,2,,1,1,0,,0,,2,3,2,3,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90,,,,,,,,,,,,,,,,,,,1,20,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,67,2,1,"CHAMPS1",1,"PARCELLE1",1,1,1,0.75,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,60,1,2,1,2,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,1,12,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,67,2,1,"CHAMPS1",2,"PARCELLE2",1,1,8,0.25,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,60,1,2,1,2,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,2,4,,,,,,,,,,,,,,,,,1,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,67,3,1,"CHAMPS MIL,NIÉBÉ, GALBO ET OSEIL",1,"PARCEL DE MIL NiEBE",1,2,1,1,1,1,2,7,,,,,,,,,,,,1,5,,4,1,2,2,20,1,2,3,6,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,1,1,2,2,,5,1,8,3,8,4,8,5,8,,,,,,,,,,,,,,,,,,,,,,,1,15,4,6,5,10,,,,,,,,,,,,,,,1,10,4,10,5,10,,,,,,,,,,,,,,,,,2,2,0,0,,,0,,,0,,,3,3,0,0,,,1,5,0,0,,,2,2,0,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,67,3,1,"CHAMPS MIL,NIÉBÉ, GALBO ET OSEIL",2,"PARCEL DE GAMBO ET OSEIL",1,2,11,0.5,1,1,2,7,,,,,,,,,,,,1,5,,4,3,2,2,20,1,2,3,6,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,4,4,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,1,9,4,5,5,9,,,,,,,,,,,,,,,1,5,4,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,67,4,1,"CHAMP MIL NIÉBÉ",1,"CHAMP MIL NIÉBÉ",1,2,1,0.25,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,3,30,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,1,15,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,67,5,1,"CHAMPS1",2,"PARCELLE2",1,1,8,0.2,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,120,2,,,,2,,2,,,,,,,,,,1,1,3,0,,0,,0,,1,1,1,2,2,2,2,2,,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,67,5,1,"CHAMPS1",1,"PARCELLE1",1,1,1,0.8,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,120,2,,,,2,,1,1,0,,0,,1,3,0,,2,,,,,,,,,1,1,1,2,1,2,2,2,,5,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,,,,,,,,,,,,,,,,,,,1,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,18000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,67,5,2,"CHAMPS2",2,"PARCEL2",1,1,29,0.25,1,1,2,7,,,,,,,,,,,,2,,,1,1,2,2,6,2,,,,2,,1,1,0,,0,,0.5,3,0,,1,1,3,0,,0,,0,,1,1,1,2,2,2,2,2,,5,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,,,,,,,,,,,,,,,,,,,1,15,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,67,5,2,"CHAMPS2",1,"PARCEL1",1,1,17,0.75,1,1,2,7,,,,,,,,,,,,2,,,2,3,2,2,125,2,,,,2,,1,3,0,,0,,10,3,0,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90,,,,,,,,,,,,,,,,,,,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,67,6,1,"CHAMP MIL NIÉBÉ",1,"CHAMP MIL NIÉBÉ",1,2,1,1,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,3,25,1,4,15,6,2,,2,,,,,,,,,,2,,,,,,,,,2,2,2,2,2,2,2,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,67,7,1,"PARCELLE DE BLÉ ET MIL",1,"BLÉ ET MIL",1,2,6,2,1,1,2,7,,,,,,,,,,,,2,,,4,3,3,2,15,1,4,16,6,2,,1,2,0,,0,,3,3,1,3,2,,,,,,,,,1,1,1,1,1,1,2,2,,5,1,5,2,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,1,10,3,10,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,2,10,15000,0,,,0,,,0,,,3,10,45000,0,,,0,,,0,,,5,11,55000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,67,8,1,"CHAMP MIL NIÉBÉ",1,"CHAMP MIL NIÉBÉ",1,2,1,0.5,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,3,25,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,8,21,,,,,,,,,,,,,,,,,1,15,2,10,6,2,7,5,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
